Source,Target,Symbol,Compare Length,Score,Relationship
5217,61,ACTG,2457,0.2801837255878346,0.00011403489034913903
5217,64,ACU,2457,0.04610390843033525,1.8764309495455945e-05
5217,65,ACV,1225,0.12148076130516722,9.916796841238141e-05
5217,66,ACY,2457,0.10214447437785966,4.157284264463153e-05
5217,67,ADAP,1236,0.17328776344568256,0.00014020045586220272
5217,68,ADBE,2457,0.26983078103331054,0.00010982123770179509
5217,69,ADC,2457,0.13726483748475235,5.586684472313893e-05
5217,70,ADES,2457,0.3061785289382714,0.00012461478589266236
5217,71,ADI,2457,0.24497342143646242,9.970428222892244e-05
5217,72,ADIL,423,0.0438519937648703,0.00010366901599260118
5217,73,ADM,2457,0.1371496303128935,5.5819955357303015e-05
5217,74,ADMA,1625,0.13734774880417625,8.452169157180076e-05
5217,75,ADMP,2457,0.13073827912248492,5.321053281338418e-05
5217,76,ADMS,1505,0.2546030353656868,0.00016917145207022378
5217,77,ADNT,870,0.20208800177262873,0.00023228505950876864
5217,78,ADP,2457,0.14256371589200167,5.8023490391535075e-05
5217,80,ADRO,1251,0.25815734853885514,0.00020636079019892498
5217,81,ADS,2457,0.2519490200406529,0.00010254335369989943
5217,82,ADSK,2457,0.31766117884997186,0.00012928822908016762
5217,83,ADSW,877,0.036211280071146996,4.128994306858266e-05
5217,84,ADT,554,0.09011641577966684,0.00016266501043261163
5217,85,ADTN,2457,0.28711656332245405,0.00011685655812879693
5217,86,ADUS,2457,0.18245249172161657,7.425823838893634e-05
5217,87,ADVM,1428,0.16358097273790198,0.0001145525019172983
5217,88,ADX,2457,0.15900103540882013,6.471348612487592e-05
5217,90,ADXS,2457,0.22766408318918072,9.265937451737106e-05
5217,91,AE,2457,0.19080003014615532,7.765568992517514e-05
5217,92,AEB,2457,0.10877619831882933,4.4271956987720524e-05
5217,93,AEE,2457,0.03600356182124974,1.4653464314712958e-05
5217,94,AEF,2457,0.09669707278660326,3.935574797989551e-05
5217,96,AEG,2457,0.18499213667315528,7.529187491784912e-05
5217,97,AEGN,2457,0.24935164325511322,0.00010148622029105138
5217,98,AEHR,2457,0.20298750015458597,8.261599517891167e-05
5217,99,AEIS,2457,0.31716333200664454,0.00012908560521230955
5217,100,AEL,2457,0.24138923932099485,9.824551864916355e-05
5217,101,AEM,2457,0.06494068743296565,2.6430886216103234e-05
5217,102,AEMD,2457,0.05139579445638592,2.091810926185833e-05
5217,103,AEO,2457,0.25202669351700135,0.0001025749668363864
5217,104,AEP,2457,-0.00025877196809244527,-1.0532029633392156e-07
5217,105,AER,2457,0.25580573211346375,0.00010411303708321683
5217,106,AERI,1619,0.2554140170786266,0.0001577603564414
5217,107,AES,2457,0.18837254946772355,7.666770430106779e-05
5217,108,AESE,612,0.10214726437270476,0.00016690729472664177
5217,109,AEY,2457,0.05341793039784054,2.1741119413040512e-05
5217,110,AEYE,1746,0.08953598354569314,5.128063204220684e-05
5217,111,AEZS,2457,0.30800835208114474,0.00012535952465655056
5217,113,AFC,2457,0.07750918602612396,3.154627025890271e-05
5217,114,AFG,2457,0.15501707525422045,6.309201272048044e-05
5217,116,AFGH,1097,0.039763789390707086,3.624775696509306e-05
5217,117,AFH,1797,0.11108504103492348,6.181693991926738e-05
5217,118,AFI,1018,0.09703706462610097,9.532128155805597e-05
5217,119,AFIN,429,0.1038926456906348,0.000242173999278869
5217,120,AFINP,260,0.06352447638015524,0.0002443249091544432
5217,121,AFL,2457,0.1475125848875114,6.0037682086899225e-05
5217,122,AFMD,1398,0.14797834041689925,0.00010585002891051448
5217,123,AFT,2290,0.08310697616444072,3.629125596700468e-05
5217,125,AG,2457,0.1335346650044234,5.434866300546333e-05
5217,128,AGCO,2457,0.26926764731460223,0.00010959204204908515
5217,129,AGD,2457,0.152846174404226,6.220845519097516e-05
5217,130,AGE,336,0.07507120913623695,0.00022342621766737188
5217,131,AGEN,2457,0.44213409605517723,0.00017994875704321417
5217,132,AGFS,1349,0.1653532870272288,0.00012257471239972482
5217,133,AGI,2457,0.06927613196831049,2.8195413906516276e-05
5217,134,AGIO,1685,0.34193399507874084,0.00020292818699035065
5217,135,AGLE,1004,0.13544851313149,0.000134908877621006
5217,136,AGM,2457,0.19724295136918993,8.027796148522178e-05
5217,138,AGMH,493,0.04189039617427951,8.49703776354554e-05
5217,139,AGN,2457,0.16921386506663857,6.887011195223386e-05
5217,140,AGNC,2457,0.08219353554373923,3.3452802419104284e-05
5217,141,AGNCM,272,0.09218629732706414,0.0003389202107612652
5217,142,AGNCN,661,0.08898445033491115,0.00013462095360803502
5217,145,AGO,2457,0.1753371831734502,7.136230491389914e-05
5217,146,AGR,1079,-0.002551134979527001,-2.3643512321844307e-06
5217,147,AGRO,2309,0.10457883554333451,4.529183003176029e-05
5217,148,AGRX,1475,0.15416162998649796,0.00010451635931287997
5217,149,AGS,549,0.1676401500704428,0.0003053554646091854
5217,150,AGTC,1515,0.14780022912182508,9.755790701110567e-05
5217,151,AGX,2457,0.23520920402648454,9.573024176902097e-05
5217,152,AGYS,2457,0.2902182713943938,0.00011811895457647286
5217,153,AHC,2457,0.22535829288240272,9.172091692405483e-05
5217,155,AHH,1738,0.07941876370919236,4.569549120206695e-05
5217,156,AHPI,2457,-0.26003331641514377,-0.00010583366561462913
5217,157,AHT,2457,0.4947500752640853,0.0002013634819959647
5217,158,AI,2457,0.20974190917892613,8.536504240086534e-05
5217,159,AIC,1267,0.1606274058495085,0.00012677774731610774
5217,160,AIF,1788,0.06085903175387926,3.403748979523449e-05
5217,161,AIG,2457,0.18233524352508768,7.4210518325229e-05
5217,163,AIHS,514,0.0162630767564719,3.1640227152669066e-05
5217,165,AIM,2457,0.06356440412450891,2.5870738349413474e-05
5217,166,AIMC,2457,0.30911734504733984,0.00012581088524515256
5217,167,AIMT,1172,0.11501606760068757,9.81365764510986e-05
5217,168,AIN,2457,0.34329837001278113,0.00013972257631777822
5217,169,AINC,1365,0.049170239760584766,3.602215367075807e-05
5217,170,AINV,2457,0.15459070146493475,6.291847841470685e-05
5217,172,AIR,2457,0.33756739585087636,0.00013739006750137418
5217,173,AIRG,915,0.11929664915999552,0.0001303788515409787
5217,174,AIRI,2457,0.0825824104766635,3.361107467507672e-05
5217,175,AIRT,2457,0.11276922581893288,4.5897120805426485e-05
5217,177,AIT,2457,0.23901358379019108,9.727862588123365e-05
5217,178,AIV,2457,0.13424397792784523,5.463735365398666e-05
5217,179,AIW,1740,0.26237656154866706,0.00015079112732682015
5217,180,AIZ,2457,0.08392909027878108,3.41591739026378e-05
5217,181,AIZP,521,0.02738102696910583,5.255475425932021e-05
5217,182,AJG,2457,0.12095753296585152,4.9229765146866716e-05
5217,183,AJRD,2457,0.21295966317699844,8.667466958770796e-05
5217,184,AJX,1292,0.13329686437806243,0.00010317094766103903
5217,185,AJXA,737,0.009963139974983746,1.3518507428743211e-05
5217,186,AKAM,2457,0.2324798119125575,9.461937806778897e-05
5217,187,AKBA,1520,0.3418205375596264,0.00022488193260501735
5217,188,AKCA,684,0.08502846510924855,0.00012431062150474934
5217,189,AKER,1559,0.14461124190776817,9.275897492480318e-05
5217,190,AKG,2457,0.0691368188887244,2.8138713426424257e-05
5217,191,AKR,2453,0.17399516435750145,7.0931579436405e-05
5217,193,AKRX,2457,0.24984878512749542,0.00010168855723544787
5217,194,AKTS,1216,0.08991381533641549,7.394228234902589e-05
5217,195,AKTX,1571,0.053176590924631235,3.3848880283024335e-05
5217,196,AL,2253,0.30919561268685497,0.00013723728925293163
5217,197,ALAC,341,0.0006997791533322555,2.052138279566732e-06
5217,199,ALACU,361,-0.000439463465574959,-1.217350320152241e-06
5217,200,ALB,2457,0.2626523142444277,0.00010689959879708087
5217,201,ALBO,2457,0.2908199107496142,0.00011836382203891502
5217,203,ALCO,2457,0.20016302311890352,8.146643187582561e-05
5217,204,ALDX,1490,0.20901889065182158,0.00014028113466565208
5217,205,ALE,2457,0.08116948651317593,3.303601404687665e-05
5217,206,ALEC,290,0.042795330848270606,0.00014757010637334692
5217,207,ALEX,1962,0.1583326638022321,8.069962477177986e-05
5217,208,ALG,2457,0.2411382376350101,9.814336086080997e-05
5217,209,ALGN,2457,0.3345358162717776,0.00013615621337882686
5217,210,ALGR,412,0.00931830653630233,2.261724887452022e-05
5217,211,ALGRU,440,0.001031259047497369,2.3437705624940206e-06
5217,212,ALGT,2457,0.19995762068250644,8.138283300061312e-05
5217,213,ALIM,2457,0.1624006258908437,6.609712083469422e-05
5217,214,ALJJ,2457,0.047005069302255356,1.9131082337100266e-05
5217,215,ALK,2457,0.24118776117793952,9.816351696293835e-05
5217,216,ALKS,2457,0.32385822786725627,0.00013181043055240384
5217,217,ALL,2457,0.10801002204998163,4.3960122934465456e-05
5217,218,ALLE,1603,0.12212520232746853,7.618540382250064e-05
5217,219,ALLK,429,0.029209157164223752,6.8086613436419e-05
5217,220,ALLO,370,0.07844498749115494,0.00021201347970582418
5217,221,ALLT,2457,0.2998552044919382,0.00012204119026940912
5217,222,ALLY,1556,0.12698941149995213,8.161273232644739e-05
5217,223,ALNA,606,0.163358814802919,0.0002695690013249488
5217,224,ALNY,2457,0.4061002717810693,0.0001652829758978711
5217,225,ALO,2457,0.053023551897685504,2.1580607202965202e-05
5217,226,ALOT,2457,0.09677865778891762,3.938895310904258e-05
5217,227,ALPN,1207,0.07604804027389868,6.300583286984149e-05
5217,228,ALRM,1200,0.15287902138540185,0.00012739918448783488
5217,229,ALRN,694,0.11559222696417613,0.00016655940484751604
5217,230,ALRS,2457,-0.023348236059929726,-9.502741579132977e-06
5217,231,ALSK,2457,0.15943760679041155,6.489117085486835e-05
5217,232,ALSN,2025,0.13454804539941434,6.644347920958732e-05
5217,233,ALT,2457,0.23475324932397168,9.55446680195245e-05
5217,235,ALTM,348,0.06915622116635116,0.00019872477346652632
5217,236,ALTR,607,0.07438294643559383,0.00012254192164018753
5217,238,ALV,2457,0.2533910167226318,0.00010313024693635809
5217,239,ALX,2457,0.1416739383401533,5.766135056579296e-05
5217,240,ALXN,2457,0.27325803866791565,0.00011121613295397463
5217,241,ALYA,2457,0.13646498124743137,5.554130290900748e-05
5217,242,AM,1360,0.12593914112707913,9.260230965226407e-05
5217,243,AMAG,2457,0.27278082584181346,0.00011102190713952522
5217,244,AMAL,414,0.06912558578098109,0.00016697001396372244
5217,245,AMAT,784,0.12934269474872642,0.00016497792697541636
5217,246,AMBA,1880,0.3478627024952271,0.00018503335239107826
5217,247,AMBC,1743,0.1891693607938608,0.00010853090120129707
5217,248,AMBO,462,-0.028958786171424524,-6.268135534940373e-05
5217,249,AMC,1582,0.17008209298130608,0.00010751080466580662
5217,250,AMCI,302,-0.0019646045886498858,-6.505313207449953e-06
5217,251,AMCIU,344,-0.0014643292394186556,-4.256771044821673e-06
5217,252,AMCR,1983,0.037083366360115846,1.870063860822786e-05
5217,253,AMCX,2213,0.16103286316757565,7.276677052307982e-05
5217,254,AMD,2457,0.45722538957325815,0.0001860909196472357
5217,255,AME,2457,0.22489824816037274,9.153367853495024e-05
5217,256,AMED,2457,0.3070819708852415,0.00012498248713278042
5217,257,AMEH,2457,0.3673511951002131,0.00014951208591787264
5217,258,AMG,2457,0.22773532062646695,9.268836818334024e-05
5217,259,AMGN,2457,0.14685823543582271,5.977136159374144e-05
5217,260,AMH,1679,0.056342941842295005,3.3557440049014294e-05
5217,264,AMKR,2457,0.36426298946793534,0.00014825518496863464
5217,265,AMN,2457,0.2892458251843167,0.00011772316857318546
5217,266,AMNB,2457,0.17435584449664887,7.096289967303577e-05
5217,267,AMOT,2457,0.2645670507809774,0.00010767889734675515
5217,268,AMOV,2457,0.12983949486335755,5.284472725411378e-05
5217,269,AMP,2457,0.21519157925859206,8.758306034130731e-05
5217,270,AMPE,2457,0.35879029110348043,0.00014602779450691104
5217,271,AMPH,1453,0.10635592274488821,7.319746919813366e-05
5217,272,AMPY,1044,0.27134864947514337,0.00025991249949726376
5217,273,AMRB,2457,0.022068141560104452,8.981742596705108e-06
5217,274,AMRC,2441,0.2703440061661743,0.00011075133394763389
5217,275,AMRH,1238,0.04870564066466754,3.9342197628972165e-05
5217,276,AMRK,1523,-0.03180112369670683,-2.0880580234213283e-05
5217,277,AMRN,2457,0.3384871854373407,0.0001377644222374199
5217,278,AMRS,2394,0.4323561692912719,0.0001805999036304394
5217,279,AMRX,480,0.09644840782477608,0.0002009341829682835
5217,280,AMS,2457,-0.006937430806392184,-2.8235371617387806e-06
5217,281,AMSC,2457,0.40815288670050437,0.00016611839100549628
5217,282,AMSF,2457,0.12048890529847768,4.9039033495513915e-05
5217,283,AMSWA,2457,0.2730556051534378,0.00011113374243119162
5217,284,AMT,2457,0.0827463779139179,3.367780948877407e-05
5217,285,AMTB,365,0.025064932785959476,6.86710487286561e-05
5217,286,AMTBB,365,0.017801624539906233,4.877157408193489e-05
5217,287,AMTD,2457,0.2073022403240934,8.43720961840022e-05
5217,288,AMTX,1481,0.11145183562852844,7.525444674444864e-05
5217,289,AMWD,2457,0.38644713188257424,0.00015728413996034767
5217,290,AMX,2457,0.14458095145827152,5.88445060880226e-05
5217,291,AMZN,2457,0.2960135423868993,0.00012047763222910024
5217,292,AN,2457,0.27255557334548275,0.00011093022928184076
5217,293,ANAB,801,0.13528082329079918,0.00016888991671760198
5217,294,ANAT,2457,0.12024754272917391,4.8940798831572616e-05
5217,295,ANCN,287,0.023749528925504616,8.275097186586974e-05
5217,296,ANDA,272,-0.001230890264011714,-4.5253318529842426e-06
5217,297,ANDAU,297,-0.002935491679490131,-9.883810368653639e-06
5217,298,ANDE,2457,0.1058320073325955,4.3073670058036426e-05
5217,299,ANET,1466,0.2112312316303967,0.0001440867882881287
5217,300,ANF,2457,0.30669550712303556,0.0001248251962242717
5217,301,ANGI,2105,0.26004260062638895,0.0001235356772571919
5217,302,ANGO,2457,0.18462878981464045,7.514399259855127e-05
5217,303,ANH,2457,0.10973318291188357,4.466145010658672e-05
5217,304,ANIK,2457,0.23140592151649148,9.418230423951627e-05
5217,305,ANIP,2457,0.3857715016990654,0.00015700915820067782
5217,306,ANIX,2457,0.18570031155436115,7.558010238272737e-05
5217,308,ANSS,2457,0.2023625394400673,8.23616359137433e-05
5217,309,ANTE,2457,0.1803981897873563,7.342213666559069e-05
5217,310,ANTM,2457,0.1366046476666815,5.559814719848657e-05
5217,312,ANY,1672,0.14004449880238934,8.375867153252951e-05
5217,313,AOBC,2457,0.177450649197066,7.222248644569231e-05
5217,314,AOD,2457,0.15373577081480608,6.257052129214737e-05
5217,315,AON,2457,0.13385490340311895,5.4479000164069575e-05
5217,316,AOS,1867,0.12672085807864292,6.787405360398656e-05
5217,317,AOSL,2457,0.2582333097294404,0.00010510106216094441
5217,318,AP,2457,0.21305334699075187,8.671279893803496e-05
5217,319,APA,2457,0.2585645207169445,0.00010523586516766158
5217,320,APAM,1781,0.16537983168412343,9.285785046834555e-05
5217,321,APD,2457,0.14004089517269763,5.699670133198927e-05
5217,322,APDN,2457,-0.06926423347048484,-2.8190571213058542e-05
5217,323,APEI,2457,0.17690263570364836,7.199944473082961e-05
5217,324,APEN,2457,0.23245738753830975,9.461025133834341e-05
5217,325,APEX,2457,0.2169412781406052,8.829518849841481e-05
5217,326,APH,2457,0.20702485874552035,8.425920176862855e-05
5217,327,APHA,1270,0.0951244522461417,7.490114350089898e-05
5217,328,APLE,1228,0.08648615934755245,7.042846852406552e-05
5217,329,APLS,601,0.1433093254285027,0.0002384514566198048
5217,331,APM,324,0.027263817652588847,8.414758534749645e-05
5217,332,APO,2267,0.1629250287393457,7.18681203084895e-05
5217,333,APOG,2457,0.26581108670447934,0.00010818522047394357
5217,334,APOP,924,0.0649241779099546,7.026426180731017e-05
5217,335,APPF,1200,0.1232287490960056,0.00010269062424667134
5217,336,APPN,718,0.11946253262451918,0.00016638235741576487
5217,337,APPS,2457,0.224777811811976,9.148466089213513e-05
5217,339,APRN,694,-0.11595673577044636,-0.00016708463367499476
5217,340,APT,2457,-0.12229876635211011,-4.977564768095649e-05
5217,341,APTO,2457,0.19297744961283722,7.854190053432528e-05
5217,342,APTS,2265,0.1466483721437361,6.47454181650049e-05
5217,343,APTV,2105,0.26778222402317153,0.00012721245796825251
5217,344,APTX,448,0.024663740410011587,5.505299198663301e-05
5217,345,APVO,932,0.09126452646560365,9.792331165837302e-05
5217,346,APWC,2457,0.09142936757195227,3.721178981357439e-05
5217,349,APY,486,0.10244517289400301,0.00021079253681893624
5217,350,APYX,315,0.0032702449457405066,1.0381729986477798e-05
5217,351,AQB,813,0.10538191347340478,0.0001296210497827857
5217,352,AQMS,1176,0.1289252204918036,0.0001096302895338466
5217,353,AQN,2457,0.05309782625973998,2.161083689855107e-05
5217,354,AQNA,362,-0.0052344326637889915,-1.4459758739748595e-05
5217,356,AQST,425,0.1234212788720897,0.0002904030091107993
5217,357,AQUA,606,0.09093794425214581,0.00015006261427746834
5217,358,AR,1630,0.1437647406329556,8.819922738218135e-05
5217,359,ARA,2457,-8.29092441902312,-0.003374409612952023
5217,360,ARAV,1523,0.21363322285767275,0.00014027132163996897
5217,361,ARAY,2457,0.24710110013537206,0.00010057024832534475
5217,362,ARC,2457,0.29318137055168825,0.00011932493713947426
5217,363,ARCB,2457,0.2978758275229501,0.00012123558303742373
5217,364,ARCC,2457,0.1844246735386986,7.506091719116751e-05
5217,365,ARCE,381,0.015225745500698107,3.996258661600553e-05
5217,366,ARCH,986,0.030097434269073894,3.05247812059573e-05
5217,367,ARCO,2256,0.1535447285483385,6.806060662603658e-05
5217,368,ARCT,1728,0.2384724066828286,0.00013800486497848877
5217,369,ARD,770,0.09697505403620674,0.0001259416286184503
5217,370,ARDC,1848,0.0606335548327812,3.28103651692539e-05
5217,371,ARDS,411,0.026150582705163496,6.362672191037347e-05
5217,372,ARDX,1457,0.1883545863343879,0.00012927562548688257
5217,373,ARE,2457,0.1187019962031397,4.831176076643863e-05
5217,374,AREC,693,0.01941339610374823,2.801355859126729e-05
5217,375,ARES,1490,0.06029846854189935,4.04687708334895e-05
5217,376,ARGD,1891,0.10236617247067528,5.413335402997106e-05
5217,377,ARGO,2457,0.11987428511284022,4.87888828298088e-05
5217,378,ARGX,723,0.06554940470668102,9.066307704935135e-05
5217,379,ARI,2457,0.09404735218521063,3.8277310616691344e-05
5217,380,ARKR,2457,0.07602513207447724,3.0942259696571935e-05
5217,381,ARL,2457,0.15082718877766543,6.138672721923706e-05
5217,382,ARLO,418,0.13400363562373704,0.00032058286034386855
5217,383,ARLP,2457,0.2723544861606581,0.00011084838671577456
5217,384,ARMK,1586,0.1676765997593065,0.00010572295066791077
5217,385,ARMP,2457,0.0658788626898182,2.6812723927479933e-05
5217,386,ARNA,2457,0.3607967824191117,0.00014684443728901574
5217,387,ARNC,2457,0.2762314503413199,0.00011242631271522992
5217,388,AROC,2457,0.48664939874466523,0.0001980665033555821
5217,389,AROW,2457,0.13535581368378974,5.508987125917368e-05
5217,390,ARPO,667,0.030553297251135626,4.580704235552568e-05
5217,392,ARR,2457,0.11065819385724154,4.5037929937827246e-05
5217,393,ARTL,598,0.007675710425110031,1.2835636162391356e-05
5217,394,ARTNA,2457,0.10363385537078826,4.2179021314932137e-05
5217,395,ARTW,2457,0.08854083677280424,3.603615660268793e-05
5217,396,ARVN,380,0.07436736886123023,0.00019570360226639534
5217,397,ARW,2457,0.2867571320517528,0.00011671026945533284
5217,398,ARWR,2457,0.4177055231435408,0.00017000631792573904
5217,399,ARYA,328,-14.647902925603548,-0.04465824062684008
5217,400,ARYAU,374,0.00030305352850778047,8.103035521598408e-07
5217,401,ASA,2457,0.06581235854658338,2.6785656714116147e-05
5217,402,ASB,2457,0.16950097057622318,6.898696401148684e-05
5217,403,ASC,1679,0.12916377407360485,7.692898991876406e-05
5217,404,ASFI,2457,0.09858502569797659,4.0124145583222056e-05
5217,405,ASGN,2457,0.3045831623175094,0.00012396547102869735
5217,406,ASH,2457,0.224805763091075,9.14960370741046e-05
5217,407,ASIX,892,0.07165470838378324,8.033039056477941e-05
5217,408,ASLN,481,0.030404744555867582,6.321152714317585e-05
5217,409,ASM,2457,0.19027180925539272,7.744070380764864e-05
5217,410,ASMB,2337,0.31632988210481106,0.00013535724523098462
5217,411,ASML,2457,0.21188060413974344,8.62354921203677e-05
5217,412,ASNA,2457,0.2560527475705902,0.0001042135724748027
5217,413,ASND,1304,0.08411719239654615,6.450704938385441e-05
5217,414,ASPN,1461,0.09292556130989447,6.360408029424673e-05
5217,415,ASPS,2457,0.272025832572318,0.00011071462457155799
5217,416,ASPU,1770,0.050733594201767374,2.8663047571619986e-05
5217,417,ASR,2457,0.11439486941825219,4.655875841198705e-05
5217,418,ASRT,2457,0.3198779695356407,0.00013019046379146956
5217,419,ASRV,2457,0.04513000390974583,1.836792995919651e-05
5217,420,ASRVP,2457,0.011932174115610398,4.856399721453153e-06
5217,421,ASTC,2457,0.09457057477311114,3.8490262422918654e-05
5217,422,ASTE,2457,0.26900571652100674,0.00010948543610948586
5217,423,ASUR,2457,0.18611941755329178,7.575067869486845e-05
5217,424,ASX,2457,0.15939934992290847,6.487560029422404e-05
5217,425,ASYS,2457,0.3724103301454482,0.00015157115594035338
5217,426,AT,1867,0.1194349292371595,6.397157431020862e-05
5217,427,ATAX,2457,0.13144820160217796,5.3499471551557984e-05
5217,430,ATEC,2457,0.28736408710230316,0.0001169573004079378
5217,431,ATEN,1519,0.18769033941739963,0.00012356177710164557
5217,432,ATEX,1300,0.1620295885443631,0.00012463814503412546
5217,433,ATGE,2457,0.21795703519225415,8.870860203184947e-05
5217,434,ATH,892,0.08245671370891854,9.244026200551405e-05
5217,435,ATHE,2457,0.17097330240663394,6.958620366570368e-05
5217,436,ATHM,1587,0.21860927382406656,0.00013775001501201422
5217,437,ATHX,2457,0.2973548960440696,0.00012102356371350004
5217,438,ATI,2457,0.35870277617093577,0.00014599217589374676
5217,440,ATKR,959,0.14186856800324096,0.0001479338561034838
5217,441,ATLC,2457,0.09941429992182992,4.046166052984531e-05
5217,442,ATLO,2457,0.15126576600849911,6.156522833068747e-05
5217,443,ATNI,2457,0.23414002993880026,9.529508748017919e-05
5217,444,ATNM,1828,0.1634566409401858,8.941829373095504e-05
5217,445,ATNX,705,0.11112370650073505,0.00015762227872444687
5217,446,ATO,2457,0.04728308692057304,1.924423562090885e-05
5217,447,ATOM,919,0.0742714606231027,8.081769382274506e-05
5217,448,ATOS,1861,0.08548220564420082,4.593347965835617e-05
5217,449,ATR,2457,0.1404576930965847,5.716633825664823e-05
5217,450,ATRA,1374,0.266324403079435,0.000193831443289254
5217,451,ATRC,2457,0.260212570346578,0.0001059066220376793
5217,452,ATRI,2457,0.13539280769308643,5.510492783601401e-05
5217,453,ATRO,2457,0.29923003404744564,0.00012178674564405602
5217,454,ATRS,2457,0.3486259413729853,0.00014189090002970505
5217,455,ATSG,2457,0.2091492468299891,8.512382858363414e-05
5217,456,ATTO,1384,0.07872383875504523,5.6881386383703197e-05
5217,457,ATUS,699,0.04692695662439878,6.713441577167208e-05
5217,458,ATV,2457,0.36752023058776684,0.00014958088343010453
5217,459,ATVI,2457,0.20234000659627374,8.235246503714845e-05
5217,460,ATXI,696,0.04696051792781233,6.747200851697174e-05
5217,461,AU,2457,0.039844467708339326,1.621671457400868e-05
5217,462,AUB,2457,0.18881219901018728,7.684664184378807e-05
5217,463,AUBN,2457,0.13668003355903707,5.5628829287357375e-05
5217,464,AUDC,2457,0.24738918208308028,0.00010068749779531146
5217,465,AUG,1512,0.006717288220851943,4.442650939716893e-06
5217,466,AUMN,2457,0.15620023972610353,6.357356114208528e-05
5217,467,AUPH,1405,0.12835633929083642,9.135682511803305e-05
5217,468,AUTL,447,0.02837321059800614,6.347474406712783e-05
5217,469,AUTO,2457,0.15985216478301198,6.5059896126582e-05
5217,470,AUY,2457,0.01682784025368866,6.848937832189117e-06
5217,471,AVA,2457,0.06667643219063524,2.713733503892358e-05
